用户号,一级标签,二级标签,推荐指数,业务品牌,用户状态,状态改变时间,预存款,套餐,销售品,资费,入网时间,销售品生效时间,销售品失效时间,机顶盒编号
10165,偏好语种,日语,0.998808231743,互动电视,正常        ,20150816,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130830,20130830,20500101,10054
10165,偏好语种,英语,0.912758804426,互动电视,正常        ,20150816,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130830,20130830,20500101,10054
10169,偏好节目类型,广告,4.06243743786,互动电视,正常        ,20130831,85.7,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130831,20130831,20500101,10511
10169,偏好节目类型,纪录片,3.81007471825,互动电视,正常        ,20130831,85.7,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130831,20130831,20500101,10511
10169,偏好节目类型,爱情,3.79915327985,互动电视,正常        ,20130831,85.7,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130831,20130831,20500101,10511
10169,偏好节目类型,港台剧场,3.7732956656,互动电视,正常        ,20130831,85.7,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130831,20130831,20500101,10511
10169,偏好地区,其他,2.41926377941,互动电视,正常        ,20130831,85.7,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130831,20130831,20500101,10511
10169,偏好地区,大陆,2.21305253765,互动电视,正常        ,20130831,85.7,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130831,20130831,20500101,10511
10169,偏好地区,中国,2.12165735616,互动电视,正常        ,20130831,85.7,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130831,20130831,20500101,10511
10169,偏好地区,香港,2.06148788132,互动电视,正常        ,20130831,85.7,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130831,20130831,20500101,10511
10169,偏好语种,国语,1.17529284244,互动电视,正常        ,20130831,85.7,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130831,20130831,20500101,10511
10169,偏好语种,日语,1.12471580449,互动电视,正常        ,20130831,85.7,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130831,20130831,20500101,10511
10169,偏好语种,英语,1.04064078434,互动电视,正常        ,20130831,85.7,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130831,20130831,20500101,10511
10169,偏好语种,法语,1.00327460792,互动电视,正常        ,20130831,85.7,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130831,20130831,20500101,10511
10170,偏好节目类型,恐怖,1.16359021518,互动电视,正常        ,20130831,245.7,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130831,20130831,20500101,11265
10170,偏好节目类型,动作,1.13198787652,互动电视,正常        ,20130831,245.7,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130831,20130831,20500101,11265
10170,偏好节目类型,纪录片,1.12414554453,互动电视,正常        ,20130831,245.7,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130831,20130831,20500101,11265
10170,偏好节目类型,大陆剧场,1.12066547483,互动电视,正常        ,20130831,245.7,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130831,20130831,20500101,11265
10170,偏好语种,法语,1.05147188399,互动电视,正常        ,20130831,245.7,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130831,20130831,20500101,11265
10170,偏好地区,台湾,1.0021132042,互动电视,正常        ,20130831,245.7,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130831,20130831,20500101,11265
10170,偏好语种,其他,0.940045625111,互动电视,正常        ,20130831,245.7,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130831,20130831,20500101,11265
10170,偏好地区,其他国家,0.915177993761,互动电视,正常        ,20130831,245.7,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130831,20130831,20500101,11265
10170,偏好地区,法国,0.897383999919,互动电视,正常        ,20130831,245.7,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130831,20130831,20500101,11265
10170,偏好语种,国语,0.888211338107,互动电视,正常        ,20130831,245.7,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130831,20130831,20500101,11265
10170,偏好地区,大陆,0.871669538589,互动电视,正常        ,20130831,245.7,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130831,20130831,20500101,11265
10170,偏好语种,日语,0.826053487403,互动电视,正常        ,20130831,245.7,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130831,20130831,20500101,11265
10172,偏好节目类型,恐怖,1.16387625666,互动电视,正常        ,20130903,110.03,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20160601,20500101,11229
10172,偏好节目类型,动作,1.14501007584,互动电视,正常        ,20130903,110.03,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20160601,20500101,11229
10172,偏好节目类型,大陆剧场,1.12752274799,互动电视,正常        ,20130903,110.03,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20160601,20500101,11229
10172,偏好节目类型,纪录片,1.12612336137,互动电视,正常        ,20130903,110.03,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20160601,20500101,11229
10172,偏好地区,台湾,1.01018376516,互动电视,正常        ,20130903,110.03,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20160601,20500101,11229
10172,偏好地区,其他国家,0.927183503973,互动电视,正常        ,20130903,110.03,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20160601,20500101,11229
10172,偏好地区,法国,0.914022504264,互动电视,正常        ,20130903,110.03,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20160601,20500101,11229
10172,偏好地区,大陆,0.880517823203,互动电视,正常        ,20130903,110.03,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20160601,20500101,11229
10172,偏好语种,法语,0.621423066416,互动电视,正常        ,20130903,110.03,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20160601,20500101,11229
10172,偏好语种,其他,0.555122257715,互动电视,正常        ,20130903,110.03,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20160601,20500101,11229
10172,偏好语种,国语,0.527304229582,互动电视,正常        ,20130903,110.03,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20160601,20500101,11229
10172,偏好语种,粤语,0.504553578746,互动电视,正常        ,20130903,110.03,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20160601,20500101,11229
10175,偏好节目类型,欧美剧场,1.71910635681,互动电视,正常        ,20131022,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130903,20150101,20500101,10257
10175,偏好节目类型,广告,1.62635422757,互动电视,正常        ,20131022,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130903,20150101,20500101,10257
10175,偏好节目类型,恐怖,1.6158622779,互动电视,正常        ,20131022,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130903,20150101,20500101,10257
10175,偏好节目类型,电视剧场,1.55364169522,互动电视,正常        ,20131022,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130903,20150101,20500101,10257
10175,偏好地区,其他,1.42470832592,互动电视,正常        ,20131022,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130903,20150101,20500101,10257
10175,偏好地区,美国,1.36976144416,互动电视,正常        ,20131022,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130903,20150101,20500101,10257
10175,偏好地区,法国,1.33771496038,互动电视,正常        ,20131022,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130903,20150101,20500101,10257
10175,偏好地区,日本,1.24218413426,互动电视,正常        ,20131022,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130903,20150101,20500101,10257
10175,偏好语种,德语,1.16126568495,互动电视,正常        ,20131022,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130903,20150101,20500101,10257
10175,偏好语种,国语,1.03539986857,互动电视,正常        ,20131022,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130903,20150101,20500101,10257
10175,偏好语种,日语,0.979908084695,互动电视,正常        ,20131022,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130903,20150101,20500101,10257
10175,偏好语种,英语,0.929650487703,互动电视,正常        ,20131022,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130903,20150101,20500101,10257
10177,偏好节目类型,动作,1.46720799259,互动电视,正常        ,20130903,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130903,20130903,20500101,10045
10177,偏好节目类型,恐怖,1.44490468175,互动电视,正常        ,20130903,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130903,20130903,20500101,10045
10177,偏好节目类型,电视剧场,1.43746250056,互动电视,正常        ,20130903,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130903,20130903,20500101,10045
10177,偏好节目类型,大陆剧场,1.43469988919,互动电视,正常        ,20130903,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130903,20130903,20500101,10045
10177,偏好地区,台湾,0.961552166996,互动电视,正常        ,20130903,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130903,20130903,20500101,10045
10177,偏好语种,法语,0.954341432423,互动电视,正常        ,20130903,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130903,20130903,20500101,10045
10177,偏好地区,其他国家,0.874823741309,互动电视,正常        ,20130903,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130903,20130903,20500101,10045
10177,偏好地区,法国,0.854337103925,互动电视,正常        ,20130903,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130903,20130903,20500101,10045
10177,偏好语种,其他,0.852461941917,互动电视,正常        ,20130903,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130903,20130903,20500101,10045
10177,偏好地区,大陆,0.835081908593,互动电视,正常        ,20130903,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130903,20130903,20500101,10045
10177,偏好语种,国语,0.810111989327,互动电视,正常        ,20130903,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130903,20130903,20500101,10045
10177,偏好语种,日语,0.758342378451,互动电视,正常        ,20130903,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130903,20130903,20500101,10045
10179,偏好节目类型,生活服务,1.75293277199,互动电视,正常        ,20130905,0,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130905,20150901,20500101,10055
10179,偏好节目类型,动作,1.67145142392,互动电视,正常        ,20130905,0,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130905,20150901,20500101,10055
10179,偏好节目类型,电视剧场,1.65496286879,互动电视,正常        ,20130905,0,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130905,20150901,20500101,10055
10179,偏好节目类型,广告,1.64761415908,互动电视,正常        ,20130905,0,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130905,20150901,20500101,10055
10179,偏好地区,其他,1.1776974725,互动电视,正常        ,20130905,0,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130905,20150901,20500101,10055
10179,偏好语种,德语,1.1617955114,互动电视,正常        ,20130905,0,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130905,20150901,20500101,10055
10179,偏好地区,法国,1.08512651453,互动电视,正常        ,20130905,0,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130905,20150901,20500101,10055
10179,偏好地区,美国,1.07005000842,互动电视,正常        ,20130905,0,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130905,20150901,20500101,10055
10179,偏好地区,大陆,1.01717419046,互动电视,正常        ,20130905,0,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130905,20150901,20500101,10055
10179,偏好语种,国语,1.00205190629,互动电视,正常        ,20130905,0,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130905,20150901,20500101,10055
10179,偏好语种,日语,0.933193296206,互动电视,正常        ,20130905,0,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130905,20150901,20500101,10055
10179,偏好语种,英语,0.903922023221,互动电视,正常        ,20130905,0,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130905,20150901,20500101,10055
10196,偏好节目类型,恐怖,2.2598235697,互动电视,正常        ,20170423,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130908,20130908,20500101,11095
10196,偏好节目类型,大陆剧场,2.22847429114,互动电视,正常        ,20170423,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130908,20130908,20500101,11095
10196,偏好地区,美国,2.18076604611,互动电视,正常        ,20170423,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130908,20130908,20500101,11095
10196,偏好节目类型,综艺娱乐,2.17045404536,互动电视,正常        ,20170423,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130908,20130908,20500101,11095
10196,偏好地区,法国,2.14543055281,互动电视,正常        ,20170423,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130908,20130908,20500101,11095
10196,偏好节目类型,历史,2.09804572318,互动电视,正常        ,20170423,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130908,20130908,20500101,11095
10196,偏好地区,日本,2.09744417585,互动电视,正常        ,20170423,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130908,20130908,20500101,11095
10196,偏好地区,香港,1.86336592189,互动电视,正常        ,20170423,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130908,20130908,20500101,11095
10196,偏好语种,国语,1.47661817865,互动电视,正常        ,20170423,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130908,20130908,20500101,11095
10196,偏好语种,日语,1.39703172209,互动电视,正常        ,20170423,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130908,20130908,20500101,11095
10196,偏好语种,英语,1.31430796592,互动电视,正常        ,20170423,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130908,20130908,20500101,11095
10196,偏好语种,法语,0.946686418288,互动电视,正常        ,20170423,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130908,20130908,20500101,11095
10207,偏好节目类型,生活服务,3.03871666793,互动电视,正常        ,20130913,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130913,20150101,20500101,10502
10207,偏好节目类型,电视剧场,2.84190777798,互动电视,正常        ,20130913,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130913,20150101,20500101,10502
10207,偏好节目类型,历史,2.69998844674,互动电视,正常        ,20130913,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130913,20150101,20500101,10502
10207,偏好节目类型,纪录片,2.67969244597,互动电视,正常        ,20130913,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130913,20150101,20500101,10502
10207,偏好地区,其他国家,1.26001760038,互动电视,正常        ,20130913,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130913,20150101,20500101,10502
10207,偏好地区,法国,1.21565148024,互动电视,正常        ,20130913,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130913,20150101,20500101,10502
10207,偏好地区,美国,1.20024723362,互动电视,正常        ,20130913,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130913,20150101,20500101,10502
10207,偏好地区,大陆,1.16454658108,互动电视,正常        ,20130913,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130913,20150101,20500101,10502
10207,偏好语种,其他,1.04153696797,互动电视,正常        ,20130913,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130913,20150101,20500101,10502
10207,偏好语种,国语,0.980686332704,互动电视,正常        ,20130913,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130913,20150101,20500101,10502
10207,偏好语种,日语,0.915925755383,互动电视,正常        ,20130913,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130913,20150101,20500101,10502
10207,偏好语种,英语,0.877299115311,互动电视,正常        ,20130913,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130913,20150101,20500101,10502
10209,偏好节目类型,广告,2.19889936627,互动电视,正常        ,20140128,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130913,20130913,20500101,10160
10209,偏好节目类型,电视剧场,2.14040831179,互动电视,正常        ,20140128,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130913,20130913,20500101,10160
10209,偏好节目类型,动作,2.1325745881,互动电视,正常        ,20140128,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130913,20130913,20500101,10160
10209,偏好节目类型,纪录片,2.05730027013,互动电视,正常        ,20140128,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130913,20130913,20500101,10160
10209,偏好地区,台湾,1.03336887427,互动电视,正常        ,20140128,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130913,20130913,20500101,10160
10209,偏好地区,其他,0.992217494424,互动电视,正常        ,20140128,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130913,20130913,20500101,10160
10209,偏好地区,其他国家,0.976991527669,互动电视,正常        ,20140128,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130913,20130913,20500101,10160
10209,偏好地区,法国,0.929592783427,互动电视,正常        ,20140128,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130913,20130913,20500101,10160
10209,偏好语种,法语,0.879116276061,互动电视,正常        ,20140128,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130913,20130913,20500101,10160
10209,偏好语种,德语,0.875460374853,互动电视,正常        ,20140128,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130913,20130913,20500101,10160
10209,偏好语种,其他,0.803653040611,互动电视,正常        ,20140128,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130913,20130913,20500101,10160
10209,偏好语种,日语,0.697525514296,互动电视,正常        ,20140128,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130913,20130913,20500101,10160
10211,偏好节目类型,大陆剧场,1.36658261619,互动电视,正常        ,20131021,300,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130913,20130913,20500101,10659
10211,偏好节目类型,电视剧场,1.354808908,互动电视,正常        ,20131021,300,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130913,20130913,20500101,10659
10211,偏好节目类型,恐怖,1.34627862123,互动电视,正常        ,20131021,300,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130913,20130913,20500101,10659
10211,偏好节目类型,综艺娱乐,1.30585610531,互动电视,正常        ,20131021,300,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130913,20130913,20500101,10659
10211,偏好地区,台湾,1.06314385412,互动电视,正常        ,20131021,300,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130913,20130913,20500101,10659
10211,偏好语种,法语,0.985583987231,互动电视,正常        ,20131021,300,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130913,20130913,20500101,10659
10211,偏好地区,其他国家,0.969494364202,互动电视,正常        ,20131021,300,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130913,20130913,20500101,10659
10211,偏好地区,法国,0.949153671447,互动电视,正常        ,20131021,300,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130913,20130913,20500101,10659
10211,偏好地区,大陆,0.924195908155,互动电视,正常        ,20131021,300,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130913,20130913,20500101,10659
10211,偏好语种,其他,0.880943583196,互动电视,正常        ,20131021,300,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130913,20130913,20500101,10659
10211,偏好语种,国语,0.833593180707,互动电视,正常        ,20131021,300,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130913,20130913,20500101,10659
10211,偏好语种,日语,0.776553025488,互动电视,正常        ,20131021,300,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130913,20130913,20500101,10659
10213,偏好地区,台湾,0.648021925568,互动电视,正常        ,20130914,0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130914,20130914,20500101,10735
10213,偏好地区,英国,0.62132463815,互动电视,正常        ,20130914,0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130914,20130914,20500101,10735
10213,偏好语种,法语,0.619528991192,互动电视,正常        ,20130914,0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130914,20130914,20500101,10735
10213,偏好语种,粤语,0.608891293856,互动电视,正常        ,20130914,0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130914,20130914,20500101,10735
10213,偏好节目类型,恐怖,0.601301784632,互动电视,正常        ,20130914,0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130914,20130914,20500101,10735
10213,偏好地区,美国,0.5899682561,互动电视,正常        ,20130914,0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130914,20130914,20500101,10735
10213,偏好节目类型,悬念,0.589814307621,互动电视,正常        ,20130914,0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130914,20130914,20500101,10735
10213,偏好节目类型,纪录片,0.58644680499,互动电视,正常        ,20130914,0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130914,20130914,20500101,10735
