用户号,一级标签,二级标签,推荐指数
10264,偏好节目类型,电视剧场,1.80443411811
10264,偏好节目类型,恐怖,1.79716735561
10264,偏好节目类型,综艺娱乐,1.78737746899
10264,偏好语种,其他,1.08335542303
10264,偏好语种,国语,1.01303384866
10264,偏好语种,日语,0.942402621127
10264,偏好语种,英语,0.912774334223
10264,偏好地区,其他国家,0.797728397993
10264,偏好地区,法国,0.767266778764
10264,偏好地区,美国,0.761546715182
10264,偏好地区,大陆,0.733023845606
10270,偏好节目类型,广告,3.93275062863
10270,偏好节目类型,历史,3.76182656123
10270,偏好节目类型,动作片,3.72614608511
10270,偏好节目类型,爱情,3.70515077191
10270,偏好地区,其他,1.77695382914
10270,偏好地区,美国,1.6966342359
10270,偏好地区,大陆,1.58788980563
10270,偏好地区,日本,1.56371057761
10270,偏好语种,德语,1.48399514165
10270,偏好语种,国语,1.328848492
10270,偏好语种,日语,1.26196929638
10270,偏好语种,英语,1.19122819214
10271,偏好节目类型,恐怖,1.59628206853
10271,偏好节目类型,动作,1.57877841827
10271,偏好节目类型,大陆剧场,1.57331842299
10271,偏好节目类型,综艺娱乐,1.55854185848
10271,偏好语种,法语,0.942110379269
10271,偏好地区,台湾,0.877676123762
10271,偏好语种,其他,0.841578035334
10271,偏好语种,国语,0.799510114513
10271,偏好地区,其他国家,0.797274856269
10271,偏好地区,法国,0.777299394764
10271,偏好地区,日本,0.762177113772
10271,偏好语种,日语,0.748146021548
10272,偏好节目类型,生活服务,1.08136519806
10272,偏好节目类型,广告,1.02538833795
10272,偏好节目类型,动作,0.988606624503
10272,偏好节目类型,大陆剧场,0.983958009258
10272,偏好地区,其他,0.649758152257
10272,偏好地区,台湾,0.616209995049
10272,偏好地区,其他国家,0.573302447574
10272,偏好地区,法国,0.573231977224
10279,偏好节目类型,广告,2.82809062725
10279,偏好节目类型,动作,2.80746794103
10279,偏好节目类型,纪录片,2.66430643881
10279,偏好节目类型,悬念,2.65835826456
10279,偏好地区,其他,2.05042782319
10279,偏好地区,法国,1.96075167198
10279,偏好地区,中国,1.80420830456
10279,偏好地区,香港,1.70898532718
10279,偏好语种,其他,1.34405540355
10279,偏好语种,日语,1.19462496237
10279,偏好语种,英语,1.14095376711
10279,偏好语种,粤语,1.0866747962
10280,偏好节目类型,恐怖,1.11079542999
10280,偏好节目类型,动作,1.08309837908
10280,偏好节目类型,纪录片,1.08226878841
10280,偏好节目类型,电视剧场,1.07855665671
10280,偏好语种,法语,0.939378131995
10280,偏好语种,其他,0.840655926325
10280,偏好语种,国语,0.789154443338
10280,偏好语种,日语,0.728484960613
10280,偏好地区,台湾,0.544664389948
10283,偏好语种,法语,0.873119552177
10283,偏好节目类型,欧美剧场,0.791695091543
10283,偏好语种,其他,0.779566358484
10283,偏好语种,国语,0.74298808365
10283,偏好地区,台湾,0.717684985196
10283,偏好语种,日语,0.697768880043
10283,偏好节目类型,动作,0.674927822063
10283,偏好节目类型,恐怖,0.674038223551
10283,偏好节目类型,纪录片,0.668023961172
10283,偏好地区,其他国家,0.653095668285
10283,偏好地区,法国,0.637952375636
10283,偏好地区,大陆,0.623346375313
10284,偏好节目类型,大陆剧场,1.10319311766
10284,偏好节目类型,恐怖,1.10082115894
10284,偏好节目类型,电视剧场,1.09595694696
10284,偏好节目类型,综艺娱乐,1.06717609782
10284,偏好语种,法语,0.845426849624
10284,偏好语种,其他,0.754849763885
10284,偏好语种,国语,0.719375735482
10284,偏好地区,台湾,0.682757271353
10284,偏好语种,日语,0.675535434492
10284,偏好地区,其他国家,0.620521057862
10284,偏好地区,法国,0.605300392716
10284,偏好地区,大陆,0.592698140845
10288,偏好地区,其他,0.51656466167
10289,偏好节目类型,生活服务,1.66357283667
10289,偏好节目类型,大陆剧场,1.60965874634
10289,偏好节目类型,恐怖,1.57908245859
10289,偏好节目类型,广告,1.56374793329
10289,偏好语种,德语,0.932683975522
10289,偏好语种,国语,0.805169491678
10289,偏好语种,日语,0.752303575645
10289,偏好语种,英语,0.724809879601
10289,偏好地区,其他,0.687223511814
10289,偏好地区,美国,0.645872623369
10289,偏好地区,法国,0.644999125572
10289,偏好地区,大陆,0.604178109605
10292,偏好节目类型,生活服务,1.34967316379
10292,偏好地区,台湾,1.21236579049
10292,偏好节目类型,恐怖,1.15220639022
10292,偏好节目类型,动作,1.1515991511
10292,偏好节目类型,大陆剧场,1.1242835975
10292,偏好地区,其他国家,1.10835905469
10292,偏好地区,法国,1.08803559306
10292,偏好地区,大陆,1.05501465764
10292,偏好语种,法语,0.999352712114
10292,偏好语种,其他,0.894124832069
10292,偏好语种,国语,0.840611071593
10292,偏好语种,日语,0.777330467007
10299,偏好节目类型,电视剧场,1.73687843502
10299,偏好节目类型,恐怖,1.72572065354
10299,偏好节目类型,综艺娱乐,1.68443404026
10299,偏好节目类型,历史,1.66023230574
10299,偏好地区,其他国家,1.30183118127
10299,偏好地区,法国,1.25280677746
10299,偏好地区,美国,1.24197973266
10299,偏好地区,大陆,1.19967972567
10299,偏好语种,其他,1.16963695186
10299,偏好语种,国语,1.09448341022
10299,偏好语种,日语,1.01692404059
10299,偏好语种,英语,0.984815882318
10303,偏好节目类型,生活服务,1.01856880804
10303,偏好地区,台湾,0.915882380965
10303,偏好节目类型,恐怖,0.879204071806
10303,偏好节目类型,动作,0.867535209579
10303,偏好节目类型,大陆剧场,0.855100516602
10303,偏好地区,其他国家,0.842900046759
10303,偏好地区,法国,0.833306580347
10303,偏好地区,大陆,0.799216142448
10307,偏好节目类型,欧美剧场,0.564883171649
10307,偏好节目类型,广告,0.539783070348
10307,偏好地区,其他,0.536492730914
10307,偏好语种,德语,0.52621642455
10307,偏好语种,法语,0.509657981866
10307,偏好地区,台湾,0.508792666797
10310,偏好地区,台湾,1.06521681507
10310,偏好地区,其他,1.05614281788
10310,偏好节目类型,生活服务,1.0386124595
10310,偏好地区,其他国家,1.00612899071
10310,偏好语种,德语,0.998872802086
10310,偏好节目类型,广告,0.964297823629
10310,偏好节目类型,大陆剧场,0.950444188641
10310,偏好地区,美国,0.946463444872
10310,偏好语种,其他,0.931334695391
10310,偏好节目类型,纪录片,0.930450281233
10310,偏好语种,国语,0.859150264215
10310,偏好语种,日语,0.787446099202
10319,偏好节目类型,恐怖,3.02467801651
10319,偏好节目类型,电视剧场,2.98050473532
10319,偏好节目类型,历史,2.84235082514
10319,偏好节目类型,悬念,2.80305352292
10319,偏好地区,其他国家,2.00087588133
10319,偏好地区,日本,1.82393599131
10319,偏好地区,中国,1.71200101386
10319,偏好地区,香港,1.7086732071
10319,偏好语种,其他,1.29632111149
10319,偏好语种,日语,1.14963930264
10319,偏好语种,英语,1.09814757065
10319,偏好语种,粤语,0.908943631424
10328,偏好节目类型,恐怖,1.46738915151
10328,偏好节目类型,大陆剧场,1.38542532866
10328,偏好节目类型,纪录片,1.36748980837
10328,偏好节目类型,动作,1.36567496171
10328,偏好语种,法语,0.783035493363
10328,偏好语种,其他,0.701081569143
10328,偏好语种,国语,0.656026370531
10328,偏好地区,台湾,0.640880674611
10328,偏好语种,德语,0.623286157777
10328,偏好地区,其他国家,0.589254084974
10328,偏好地区,法国,0.581966305158
10328,偏好地区,大陆,0.559024462116
10335,偏好地区,台湾,0.823928461964
10335,偏好地区,其他国家,0.755720762783
10335,偏好地区,法国,0.744459963512
10335,偏好地区,大陆,0.717968529581
10335,偏好节目类型,生活服务,0.642016061939
10335,偏好节目类型,广告,0.6100996838
10335,偏好节目类型,动作,0.597934238972
10335,偏好节目类型,大陆剧场,0.59426896049
10335,偏好语种,德语,0.506873021823
10343,偏好节目类型,生活服务,0.958371877105
10343,偏好节目类型,欧美剧场,0.942490036516
10343,偏好地区,台湾,0.928005530681
10343,偏好节目类型,恐怖,0.924990663286
10343,偏好地区,英国,0.917186934229
10343,偏好语种,粤语,0.899287845216
10343,偏好节目类型,大陆剧场,0.866475509656
10343,偏好语种,法语,0.861596458543
10343,偏好地区,其他国家,0.851291586665
10343,偏好地区,日本,0.830617762331
10343,偏好语种,其他,0.794003938933
10343,偏好语种,日语,0.727359536531
10351,偏好语种,粤语,0.637482745387
10351,偏好地区,英国,0.627117353869
10351,偏好节目类型,动作,0.615861393008
10351,偏好地区,其他国家,0.608520202584
10351,偏好地区,美国,0.596080417751
10351,偏好地区,其他,0.595951714283
10351,偏好节目类型,欧美剧场,0.591996199014
10351,偏好节目类型,电视剧场,0.58559897645
10351,偏好语种,德语,0.582848404839
10351,偏好语种,其他,0.581764123022
10351,偏好节目类型,生活服务,0.572584280552
10351,偏好语种,国语,0.535515580925
10367,偏好节目类型,恐怖,2.36144511581
10367,偏好节目类型,广告,2.31067479146
10367,偏好节目类型,电视剧场,2.21985027511
10367,偏好节目类型,大陆剧场,2.2142200095
10367,偏好地区,其他,0.899926572674
10367,偏好语种,德语,0.870262483778
10367,偏好地区,美国,0.858811227496
10367,偏好地区,法国,0.846117815538
10367,偏好地区,大陆,0.79012411108
10367,偏好语种,国语,0.778902759672
10367,偏好语种,日语,0.731787477438
10367,偏好语种,英语,0.703443198834
10374,偏好语种,德语,0.748601916779
10374,偏好语种,法语,0.725045673846
10374,偏好语种,其他,0.650312342249
10374,偏好语种,国语,0.601349528048
10376,偏好节目类型,电视剧场,2.93157491235
10376,偏好节目类型,动作,2.92683348775
10376,偏好节目类型,大陆剧场,2.92522254853
10376,偏好节目类型,历史,2.90215298329
10376,偏好地区,其他国家,2.04327731774
10376,偏好地区,美国,1.97816250991
10376,偏好地区,大陆,1.85500600001
10376,偏好地区,中国,1.79168182042
10376,偏好语种,其他,1.26168149246
10376,偏好语种,国语,1.18322010976
10376,偏好语种,日语,1.09950228883
10376,偏好语种,英语,1.0617441583
10380,偏好地区,英国,0.933689288071
10380,偏好地区,其他国家,0.924545092496
10380,偏好地区,其他,0.8789660849
10380,偏好地区,法国,0.856625320364
10380,偏好节目类型,恐怖,0.646434873153
10380,偏好语种,粤语,0.631673986374
10380,偏好节目类型,欧美剧场,0.622000913105
10380,偏好节目类型,生活服务,0.620104855772
10380,偏好节目类型,大陆剧场,0.611937886683
10380,偏好语种,其他,0.592739251693
10380,偏好语种,德语,0.591319441537
10380,偏好语种,日语,0.527723192846
10382,偏好节目类型,恐怖,1.34650466751
10382,偏好节目类型,动作,1.32836677498
10382,偏好节目类型,纪录片,1.30620638033
10382,偏好节目类型,大陆剧场,1.30531091492
10382,偏好语种,法语,0.897768826959
10382,偏好地区,台湾,0.893382150512
10382,偏好地区,其他国家,0.822290903691
10382,偏好地区,法国,0.813034258056
10382,偏好语种,其他,0.803654543532
10382,偏好地区,大陆,0.779620733718
10382,偏好语种,国语,0.752955136459
10382,偏好语种,日语,0.693509489004
10384,偏好节目类型,恐怖,1.07106663291
10384,偏好节目类型,动作,1.05584310265
10384,偏好节目类型,纪录片,1.04717373041
10384,偏好节目类型,电视剧场,1.04205750105
10384,偏好地区,台湾,0.983380485766
10384,偏好地区,其他国家,0.900157962787
10384,偏好地区,法国,0.884847785497
10384,偏好地区,大陆,0.856198657595
10384,偏好语种,法语,0.796405222597
10384,偏好语种,其他,0.711113236448
10384,偏好语种,国语,0.67748827803
10384,偏好语种,日语,0.635984362681
10388,偏好节目类型,生活服务,0.937695646048
10388,偏好语种,法语,0.831321750438
10388,偏好节目类型,动作,0.801952748605
10388,偏好节目类型,恐怖,0.78885867832
10388,偏好节目类型,纪录片,0.779125816413
10388,偏好语种,其他,0.742023727815
10388,偏好语种,国语,0.708602176737
10388,偏好语种,粤语,0.682772338171
10388,偏好地区,台湾,0.61102847544
10388,偏好地区,其他国家,0.555738634011
10388,偏好地区,法国,0.542537433159
10388,偏好地区,大陆,0.530591661796
10389,偏好地区,其他,0.926349369163
10389,偏好节目类型,生活服务,0.921833813032
10389,偏好语种,德语,0.917948600727
10389,偏好节目类型,广告,0.877527413265
10389,偏好地区,其他国家,0.850188412793
10389,偏好节目类型,恐怖,0.834022192649
10389,偏好地区,法国,0.832181314098
10389,偏好语种,其他,0.827385377395
10389,偏好节目类型,大陆剧场,0.820519225853
10389,偏好地区,美国,0.805491776469
10389,偏好语种,国语,0.764118791725
10389,偏好语种,日语,0.696906945345
10390,偏好节目类型,恐怖,2.0982408658
10390,偏好节目类型,大陆剧场,2.03629692076
10390,偏好节目类型,综艺娱乐,2.0347228445
10390,偏好节目类型,动作,2.01095337045
10390,偏好地区,其他国家,1.49580293048
10390,偏好地区,法国,1.44246092946
10390,偏好地区,美国,1.42649712283
10390,偏好语种,其他,1.39956324748
10390,偏好地区,大陆,1.37326507659
10390,偏好语种,国语,1.31054596562
10390,偏好语种,日语,1.21674386136
10390,偏好语种,英语,1.17784171879
10393,偏好节目类型,生活服务,0.794668943868
10393,偏好地区,其他,0.754729709196
10393,偏好语种,德语,0.751231226071
10393,偏好节目类型,广告,0.747338470805
10393,偏好语种,法语,0.72759224671
10393,偏好地区,台湾,0.715761685715
10393,偏好节目类型,恐怖,0.698387201477
10393,偏好节目类型,大陆剧场,0.675676083159
10393,偏好地区,其他国家,0.665922217423
10393,偏好地区,法国,0.665840362248
10393,偏好语种,其他,0.652596429753
10393,偏好语种,国语,0.603461643801
10394,偏好节目类型,广告,1.09987029651
10394,偏好节目类型,恐怖,1.01083991223
10394,偏好节目类型,纪录片,0.969584919499
10394,偏好节目类型,综艺娱乐,0.967188519578
10394,偏好地区,其他,0.511311271164
10395,偏好节目类型,恐怖,1.59515493653
10395,偏好节目类型,大陆剧场,1.51480182311
10395,偏好节目类型,动作,1.50807943544
10395,偏好节目类型,纪录片,1.50576707994
10395,偏好地区,台湾,1.38085640584
10395,偏好地区,其他国家,1.28199390584
10395,偏好语种,其他,1.23146244973
10395,偏好地区,美国,1.20925357971
10395,偏好地区,大陆,1.19019460993
10395,偏好语种,国语,1.15168829119
10395,偏好语种,日语,1.06755953353
10395,偏好语种,英语,1.0360765485
10400,偏好节目类型,生活服务,0.794121794759
10400,偏好地区,其他,0.754210059232
10400,偏好语种,德语,0.750713984899
10400,偏好节目类型,广告,0.746823909891
10400,偏好语种,法语,0.727091281556
10400,偏好地区,台湾,0.715268866194
10400,偏好节目类型,恐怖,0.697906344715
10400,偏好节目类型,大陆剧场,0.675210863561
10400,偏好地区,其他国家,0.665463713601
10400,偏好地区,法国,0.665381914786
10400,偏好语种,其他,0.652147101064
10400,偏好语种,国语,0.60304614562
10401,偏好节目类型,欧美剧场,2.68543234793
10401,偏好节目类型,大陆剧场,2.58838254653
10401,偏好节目类型,广告,2.52900231451
10401,偏好节目类型,综艺娱乐,2.50661451362
10401,偏好地区,其他,2.44979822478
10401,偏好地区,大陆,2.25083086106
10401,偏好地区,中国,2.16710743514
10401,偏好地区,香港,2.11036132384
10401,偏好语种,德语,1.31348425542
10401,偏好语种,国语,1.17848833876
10401,偏好语种,日语,1.1168942443
10401,偏好语种,英语,1.05836256638
10405,偏好节目类型,广告,1.68491940028
10405,偏好节目类型,恐怖,1.65594309318
10405,偏好节目类型,动作,1.63820199716
10405,偏好节目类型,电视剧场,1.61796194041
10405,偏好地区,其他国家,1.12098042296
10405,偏好地区,其他,1.1160053112
10405,偏好地区,法国,1.05622923987
10405,偏好地区,大陆,1.01117671709
10405,偏好语种,德语,0.898188421145
10405,偏好语种,法语,0.896547885429
10405,偏好语种,其他,0.817063526531
10405,偏好语种,日语,0.705320665046
10413,偏好节目类型,生活服务,1.42644869701
10413,偏好节目类型,欧美剧场,1.42585004845
10413,偏好地区,台湾,1.42207556665
10413,偏好节目类型,综艺娱乐,1.37064930044
10413,偏好地区,其他,1.36510792857
10413,偏好节目类型,电视剧场,1.33386303865
10413,偏好地区,美国,1.26985915906
10413,偏好地区,大陆,1.21769434617
10413,偏好语种,法语,0.806868512958
10413,偏好语种,德语,0.752979769959
10413,偏好语种,国语,0.690676729797
10413,偏好语种,日语,0.67838770779
10418,偏好节目类型,恐怖,2.38468504605
10418,偏好节目类型,电视剧场,2.30098961961
10418,偏好节目类型,大陆剧场,2.28272049539
10418,偏好节目类型,综艺娱乐,2.26751838889
10418,偏好地区,美国,1.75796046431
10418,偏好地区,法国,1.7442253654
10418,偏好语种,国语,1.67403668955
10418,偏好地区,大陆,1.6510915014
10418,偏好地区,日本,1.63829256791
10418,偏好语种,日语,1.59129953894
10418,偏好语种,英语,1.48972609314
10418,偏好语种,法语,1.03056498853
10420,偏好节目类型,欧美剧场,0.788889533367
10420,偏好节目类型,广告,0.753835900694
10420,偏好地区,其他,0.749240765856
10420,偏好地区,台湾,0.710556146183
10420,偏好节目类型,恐怖,0.684770997748
10420,偏好节目类型,电视剧场,0.66563575135
10420,偏好地区,其他国家,0.66107914675
10420,偏好地区,法国,0.660997886886
10429,偏好节目类型,广告,3.51719032093
10429,偏好节目类型,大陆剧场,3.48877648405
10429,偏好节目类型,历史,3.38000493637
10429,偏好节目类型,纪录片,3.3147217134
10429,偏好地区,其他,1.32461883417
10429,偏好地区,其他国家,1.29368876716
10429,偏好地区,美国,1.23198678543
10429,偏好地区,大陆,1.15630839772
10429,偏好语种,德语,0.748447895559
10429,偏好语种,其他,0.71375243592
10429,偏好语种,国语,0.657951256983
10429,偏好语种,日语,0.604959079069
10440,偏好节目类型,恐怖,0.969083901293
10440,偏好节目类型,动作,0.947017753823
10440,偏好节目类型,纪录片,0.938535530343
10440,偏好节目类型,大陆剧场,0.934905579338
10440,偏好语种,法语,0.694381395489
10440,偏好地区,台湾,0.68994290829
10440,偏好地区,其他国家,0.633180162788
10440,偏好地区,法国,0.624114488688
10440,偏好语种,其他,0.620817335324
10440,偏好地区,大陆,0.601353261509
10440,偏好语种,国语,0.586456155095
10440,偏好语种,日语,0.545278778404
10446,偏好节目类型,大陆剧场,3.57980587809
10446,偏好节目类型,综艺娱乐,3.55622715769
10446,偏好节目类型,动作,3.54374720334
10446,偏好节目类型,历史,3.41751942829
10446,偏好地区,美国,1.75155079534
10446,偏好地区,大陆,1.65431702906
10446,偏好地区,日本,1.64754261177
10446,偏好地区,香港,1.57602500513
10446,偏好语种,其他,1.14183483008
10446,偏好语种,国语,1.06471968599
10446,偏好语种,日语,0.984894771955
10446,偏好语种,英语,0.960647916167
10448,偏好节目类型,生活服务,0.687024665937
10448,偏好地区,其他,0.652495520725
10448,偏好语种,德语,0.64947093518
10448,偏好节目类型,广告,0.646105484817
10448,偏好语种,法语,0.629034045047
10448,偏好地区,台湾,0.618806028364
10448,偏好节目类型,恐怖,0.603785057277
10448,偏好节目类型,大陆剧场,0.584150341971
10448,偏好地区,其他国家,0.575717715528
10448,偏好地区,法国,0.575646948293
10448,偏好语种,其他,0.564197012608
10448,偏好语种,国语,0.521717927242
10449,偏好节目类型,广告,1.29672091823
10449,偏好节目类型,综艺娱乐,1.2285527715
10449,偏好节目类型,纪录片,1.20090366128
10449,偏好节目类型,大陆剧场,1.19095677972
10457,偏好节目类型,综艺娱乐,2.6395005783
10457,偏好节目类型,电视剧场,2.62332668267
10457,偏好节目类型,大陆剧场,2.60099445107
10457,偏好节目类型,动作,2.59574830252
10457,偏好地区,美国,2.45716329978
10457,偏好地区,大陆,2.33021012939
10457,偏好地区,日本,2.32229669899
10457,偏好地区,中国,2.18889248667
10457,偏好语种,法语,1.14123434485
10457,偏好语种,其他,1.02023493269
10457,偏好语种,国语,0.964358675668
10457,偏好语种,日语,0.897273491798
10458,偏好节目类型,动作,2.04435992475
10458,偏好节目类型,恐怖,2.01366543483
10458,偏好节目类型,电视剧场,1.99764423546
10458,偏好节目类型,综艺娱乐,1.97687571928
10458,偏好地区,台湾,1.4457217741
10458,偏好地区,其他国家,1.35492070564
10458,偏好地区,美国,1.32022958833
10458,偏好地区,法国,1.30660554253
10458,偏好语种,法语,0.94043146065
10458,偏好语种,其他,0.840311924562
10458,偏好语种,国语,0.796848740232
10458,偏好语种,日语,0.744121522959
10482,偏好节目类型,生活服务,1.49836517293
10482,偏好节目类型,广告,1.41663836844
10482,偏好节目类型,恐怖,1.39091994292
10482,偏好节目类型,大陆剧场,1.39084712717
10484,偏好节目类型,广告,2.2879232041
10484,偏好节目类型,动作,2.22328924372
10484,偏好节目类型,纪录片,2.14880973861
10484,偏好节目类型,历史,2.12856013929
10484,偏好地区,台湾,1.70776744263
10484,偏好地区,其他,1.64567002493
10484,偏好地区,美国,1.55852761078
10484,偏好地区,日本,1.44676038863
10484,偏好语种,德语,0.937339442803
10484,偏好语种,其他,0.888385812694
10484,偏好语种,国语,0.81909433885
10484,偏好语种,日语,0.75247387969
10491,偏好节目类型,广告,0.971272796429
10491,偏好节目类型,恐怖,0.890610881396
10491,偏好节目类型,纪录片,0.856174178458
10491,偏好节目类型,综艺娱乐,0.854191864331
10491,偏好语种,德语,0.66512623461
10491,偏好地区,其他,0.652273169677
10491,偏好语种,法语,0.644196719453
10491,偏好地区,台湾,0.618595157692
10491,偏好语种,其他,0.57779681006
10491,偏好地区,其他国家,0.57552152807
10491,偏好地区,法国,0.575450784951
10491,偏好语种,国语,0.534293779256
10500,偏好节目类型,生活服务,1.29453676159
10500,偏好语种,法语,1.15902046016
10500,偏好节目类型,动作,1.10478029562
10500,偏好节目类型,恐怖,1.10373048101
10500,偏好节目类型,大陆剧场,1.07738966637
10500,偏好语种,其他,1.03607492582
10500,偏好语种,国语,0.979707578244
10500,偏好地区,台湾,0.915935419419
10500,偏好语种,日语,0.911952590722
10500,偏好地区,其他国家,0.840692791237
10500,偏好地区,法国,0.828773968004
10500,偏好地区,大陆,0.798372544396
10507,偏好节目类型,广告,1.68274392693
10507,偏好节目类型,电视剧场,1.63938258153
10507,偏好节目类型,大陆剧场,1.63580120372
10507,偏好节目类型,恐怖,1.60595139281
10507,偏好语种,德语,1.22398782541
10507,偏好语种,其他,1.13659749266
10507,偏好语种,国语,1.04864381875
10507,偏好语种,日语,0.960565745091
10507,偏好地区,其他,0.806572624096
10507,偏好地区,其他国家,0.792027418026
10507,偏好地区,美国,0.76682880565
10507,偏好地区,法国,0.748121640956
10512,偏好节目类型,综艺娱乐,2.07243045649
10512,偏好节目类型,电视剧场,2.05365090641
10512,偏好节目类型,大陆剧场,2.04927028068
10512,偏好节目类型,纪录片,2.04509531306
10512,偏好地区,法国,1.20005764391
10512,偏好地区,美国,1.18873759809
10512,偏好地区,大陆,1.15696781655
10512,偏好地区,日本,1.15637017247
10512,偏好语种,其他,0.823901691634
10512,偏好语种,国语,0.774637382986
10512,偏好语种,日语,0.720806892743
10512,偏好语种,英语,0.693238543516
10513,偏好节目类型,大陆剧场,3.12652957747
10513,偏好节目类型,电视剧场,3.08671850448
10513,偏好节目类型,动作,3.07376118252
10513,偏好节目类型,爱情,2.98514584795
10513,偏好地区,其他国家,1.72561148099
10513,偏好地区,美国,1.65155228915
10513,偏好地区,日本,1.55895739465
10513,偏好地区,大陆,1.55317139026
10513,偏好语种,其他,1.46750219015
10513,偏好语种,国语,1.37267751823
10513,偏好语种,日语,1.27220322602
10513,偏好语种,英语,1.23453191316
10523,偏好节目类型,恐怖,1.04922382799
10523,偏好节目类型,动作,1.03427148545
10523,偏好节目类型,纪录片,1.02042254937
10523,偏好节目类型,大陆剧场,1.01572469995
10523,偏好语种,法语,0.937114997877
10523,偏好地区,台湾,0.840535903883
10523,偏好语种,其他,0.837154305405
10523,偏好语种,国语,0.795066582103
10523,偏好地区,其他国家,0.764237986453
10523,偏好地区,法国,0.74583022194
10523,偏好语种,日语,0.743734550412
10523,偏好地区,大陆,0.729791387338
10524,偏好地区,其他,0.658973377341
10524,偏好语种,德语,0.655918764263
10524,偏好语种,法语,0.635278980409
10524,偏好地区,台湾,0.62494942184
10524,偏好地区,其他国家,0.581433336087
10524,偏好地区,法国,0.581361866288
10524,偏好语种,其他,0.569798257728
10524,偏好语种,国语,0.526897447744
10533,偏好语种,德语,0.651594242402
10533,偏好语种,法语,0.631090538199
10533,偏好地区,其他,0.569341849246
10533,偏好语种,其他,0.566041534859
10533,偏好地区,台湾,0.539945727324
10533,偏好语种,国语,0.523423573149
10533,偏好地区,其他国家,0.502348565456
10533,偏好地区,法国,0.502286816759
10534,偏好节目类型,广告,1.25113718443
10534,偏好节目类型,恐怖,1.17642989238
10534,偏好节目类型,电视剧场,1.17595799503
10534,偏好节目类型,动作,1.17333950663
10534,偏好语种,德语,0.606193516909
10534,偏好语种,法语,0.587118436511
10534,偏好地区,其他,0.570017016702
10534,偏好地区,台湾,0.540586034695
10534,偏好语种,其他,0.526601811993
10534,偏好地区,其他国家,0.502944287346
10534,偏好地区,法国,0.502882465423
10538,偏好节目类型,欧美剧场,2.45304076408
10538,偏好节目类型,动作,2.36445841141
10538,偏好节目类型,广告,2.31765076265
10538,偏好节目类型,恐怖,2.28584973184
10538,偏好语种,德语,1.27212361446
10538,偏好地区,其他,1.1939619313
10538,偏好地区,美国,1.16168090607
10538,偏好语种,国语,1.15915859824
10538,偏好地区,法国,1.14080645491
10538,偏好语种,日语,1.10353074514
10538,偏好地区,大陆,1.06723765857
10538,偏好语种,英语,1.04077419298
10539,偏好节目类型,生活服务,0.794668943868
10539,偏好地区,其他,0.754729709196
10539,偏好语种,德语,0.751231226071
10539,偏好节目类型,广告,0.747338470805
10539,偏好语种,法语,0.72759224671
10539,偏好地区,台湾,0.715761685715
10539,偏好节目类型,恐怖,0.698387201477
10539,偏好节目类型,大陆剧场,0.675676083159
10539,偏好地区,其他国家,0.665922217423
10539,偏好地区,法国,0.665840362248
10539,偏好语种,其他,0.652596429753
10539,偏好语种,国语,0.603461643801
10542,偏好节目类型,生活服务,1.28723832457
10542,偏好节目类型,纪录片,1.22126714339
10542,偏好节目类型,综艺娱乐,1.19084329004
10542,偏好节目类型,广告,1.19051549928
10542,偏好地区,台湾,0.902159231542
10542,偏好语种,法语,0.87685348689
10542,偏好地区,其他,0.834558327928
10542,偏好语种,德语,0.816436613734
10542,偏好地区,法国,0.812964651985
10542,偏好地区,美国,0.811646172569
10542,偏好语种,国语,0.751080413692
10542,偏好语种,日语,0.73888194596
10560,偏好节目类型,生活服务,0.679653674851
10560,偏好节目类型,广告,0.641023038609
10560,偏好节目类型,大陆剧场,0.616004866314
10560,偏好节目类型,恐怖,0.609035344046
10570,偏好节目类型,广告,1.81608596766
10570,偏好节目类型,恐怖,1.73408835029
10570,偏好节目类型,综艺娱乐,1.64546594763
10570,偏好节目类型,大陆剧场,1.62100282596
10570,偏好地区,其他国家,1.33531732384
10570,偏好地区,其他,1.32856178164
10570,偏好地区,美国,1.28086621113
10570,偏好地区,大陆,1.17371895317
10622,偏好节目类型,广告,1.26898075825
10622,偏好节目类型,恐怖,1.24304716128
10622,偏好节目类型,纪录片,1.20143072796
10622,偏好节目类型,电视剧场,1.18291476028
10622,偏好地区,台湾,1.05758590887
10622,偏好地区,其他,1.0271346909
10622,偏好地区,法国,0.964008574498
10622,偏好语种,法语,0.95320686802
10622,偏好地区,美国,0.940131691559
10622,偏好语种,德语,0.917122671018
10622,偏好语种,国语,0.808552303226
10622,偏好语种,日语,0.776832261197
10636,偏好节目类型,广告,0.769000918707
10636,偏好节目类型,恐怖,0.706711170189
10636,偏好节目类型,纪录片,0.677907793831
10636,偏好节目类型,综艺娱乐,0.676235048341
10645,偏好节目类型,恐怖,0.98575370763
10645,偏好地区,台湾,0.976957143552
10645,偏好节目类型,动作,0.976075968638
10645,偏好节目类型,纪录片,0.965579982419
10645,偏好节目类型,电视剧场,0.960446572002
10645,偏好地区,其他国家,0.893576529844
10645,偏好地区,法国,0.877643287385
10645,偏好地区,大陆,0.850329279828
10645,偏好语种,法语,0.788802806196
10645,偏好语种,其他,0.704886243664
10645,偏好语种,国语,0.668050742886
10645,偏好语种,日语,0.623448902816
10657,偏好节目类型,欧美剧场,0.794668943868
10657,偏好节目类型,广告,0.759358508025
10657,偏好地区,其他,0.754729709196
